Las columnas son: 
Iteración 	Energía Potencial	Energia Cínetica	Energia Mecanica total
1 	2770151.3 	1397310.8 	4167462.1 	
2 	2763433.4 	1393729.8 	4157163.2 	
3 	2761351.7 	1386352.5 	4147704.2 	
4 	2762742.4 	1382966.5 	4145708.9 	
5 	2754142.2 	1426646.9 	4180789.1 	
6 	2749776.9 	1426366.2 	4176143.0 	
7 	2750625.7 	1425773.1 	4176398.7 	
8 	2751941.7 	1422262.3 	4174204.0 	
9 	2751359.6 	1423911.0 	4175270.6 	
10 	2751064.7 	1420661.4 	4171726.1 	
11 	2752773.1 	1415949.6 	4168722.7 	
12 	2749640.9 	1424270.7 	4173911.6 	
13 	2748211.3 	1420827.5 	4169038.8 	
14 	2747941.3 	1417331.6 	4165272.9 	
15 	2745370.5 	1416127.7 	4161498.2 	
16 	2748334.2 	1412193.5 	4160527.7 	
17 	2744132.0 	1431085.3 	4175217.3 	
18 	2744690.3 	1437228.0 	4181918.3 	
19 	2754009.9 	1441317.3 	4195327.2 	
20 	2745028.8 	1542841.3 	4287870.0 	
21 	2747053.8 	1540793.1 	4287846.9 	
22 	2753220.7 	1540865.7 	4294086.4 	
23 	2748243.3 	1573750.0 	4321993.4 	
24 	2743571.7 	1574279.0 	4317850.7 	
25 	2744425.8 	1570216.3 	4314642.1 	
26 	2747973.9 	1571705.6 	4319679.6 	
27 	2750076.4 	1586789.7 	4336866.1 	
28 	2748346.0 	1599320.5 	4347666.5 	
29 	2751301.5 	1599748.9 	4351050.4 	
30 	2756335.5 	1601575.6 	4357911.0 	
31 	2753245.6 	1607413.4 	4360659.1 	
32 	2753949.0 	1605633.6 	4359582.6 	
33 	2753369.6 	1607360.0 	4360729.6 	
34 	2757017.6 	1604004.9 	4361022.5 	
35 	2756334.4 	1616227.0 	4372561.3 	
36 	2749394.0 	1671343.7 	4420737.6 	
37 	2748804.8 	1669327.2 	4418131.9 	
38 	2751110.8 	1666927.5 	4418038.3 	
39 	2752367.5 	1674958.9 	4427326.4 	
40 	2758868.7 	1678376.4 	4437245.1 	
41 	2753163.8 	1686983.2 	4440147.0 	
42 	2746946.4 	1694566.2 	4441512.5 	
43 	2745722.3 	1690553.9 	4436276.2 	
44 	2746666.3 	1688816.6 	4435482.9 	
45 	2754090.2 	1689561.2 	4443651.4 	
46 	2753170.3 	1724592.5 	4477762.8 	
47 	2754690.0 	1725724.4 	4480414.4 	
48 	2752867.2 	1720551.1 	4473418.3 	
49 	2757659.4 	1718309.0 	4475968.4 	
50 	2745347.7 	2019285.9 	4764633.6 	
51 	2747516.9 	2019209.8 	4766726.6 	
52 	2740948.7 	2024018.3 	4764966.9 	
53 	2740894.7 	2018308.5 	4759203.2 	
54 	2745882.1 	2019206.3 	4765088.4 	
55 	2742102.1 	2042096.1 	4784198.2 	
56 	2745084.3 	2040127.5 	4785211.8 	
57 	2755504.1 	2042406.1 	4797910.3 	
58 	2782431.5 	2173986.6 	4956418.1 	
59 	2724209.0 	79108450.2 	81832659.2 	
60 	2718629.7 	79102736.5 	81821366.2 	
61 	2713482.0 	79094986.2 	81808468.2 	
62 	2709035.0 	79096642.5 	81805677.4 	
63 	2708158.9 	79101882.9 	81810041.8 	
64 	2698015.5 	79098896.6 	81796912.0 	
65 	2694742.1 	79091011.8 	81785753.9 	
66 	2697411.6 	79088911.9 	81786323.5 	
67 	2694681.9 	79095234.2 	81789916.0 	
68 	2693008.3 	79092333.9 	81785342.2 	
69 	2692876.1 	79089063.2 	81781939.4 	
70 	2700261.8 	79087057.7 	81787319.5 	
71 	2686706.9 	79136634.6 	81823341.5 	
72 	2686156.3 	79129358.0 	81815514.3 	
73 	2684000.1 	79129812.3 	81813812.4 	
74 	2682938.2 	79128077.1 	81811015.3 	
75 	2684008.2 	79129445.3 	81813453.5 	
76 	2681640.9 	79130150.7 	81811791.6 	
77 	2680079.5 	79130617.8 	81810697.3 	
78 	2672586.9 	79122218.3 	81794805.1 	
79 	2668156.9 	79122780.0 	81790936.9 	
80 	2665368.8 	79124330.5 	81789699.3 	
81 	2661534.0 	79116807.2 	81778341.2 	
82 	2657026.3 	79111598.1 	81768624.3 	
83 	2653580.2 	79104845.9 	81758426.1 	
84 	2649964.4 	79099253.4 	81749217.8 	
85 	2643435.8 	79094641.3 	81738077.2 	
86 	2637270.1 	79082484.0 	81719754.1 	
87 	2631504.7 	79080399.3 	81711904.0 	
88 	2634933.8 	79078289.9 	81713223.7 	
89 	2623330.6 	79224162.1 	81847492.6 	
90 	2618040.6 	79217349.9 	81835390.6 	
91 	2613155.5 	79209562.4 	81822717.9 	
92 	2611971.7 	79203393.2 	81815364.8 	
93 	2611806.6 	79210496.6 	81822303.2 	
94 	2605837.8 	79212758.3 	81818596.1 	
95 	2604376.8 	79204580.3 	81808957.2 	
96 	2596223.5 	79226261.2 	81822484.7 	
97 	2596167.6 	79221882.0 	81818049.5 	
98 	2591770.7 	79220722.6 	81812493.3 	
99 	2584490.9 	79207590.8 	81792081.7 	
100 	2580163.1 	79201902.6 	81782065.6 	
101 	2578667.6 	79195030.9 	81773698.5 	
102 	2578980.0 	79197218.7 	81776198.7 	
103 	2570494.9 	79216872.5 	81787367.4 	
104 	2567879.7 	79210953.5 	81778833.1 	
105 	2569588.2 	79209180.4 	81778768.6 	
106 	2561019.9 	79214220.3 	81775240.2 	
107 	2557334.7 	79205467.6 	81762802.3 	
108 	2553437.2 	79195892.6 	81749329.8 	
109 	2548590.4 	79195046.0 	81743636.4 	
110 	2543159.6 	79187994.4 	81731153.9 	
111 	2536642.5 	79181274.5 	81717917.0 	
112 	2531865.2 	79173340.7 	81705205.8 	
113 	2524774.9 	79169526.8 	81694301.6 	
114 	2521626.2 	79165337.0 	81686963.2 	
115 	2514587.4 	79155327.2 	81669914.6 	
116 	2509684.2 	79153262.4 	81662946.7 	
117 	2499712.0 	79164400.1 	81664112.0 	
118 	2488770.9 	79172890.2 	81661661.1 	
119 	2482329.3 	79165147.0 	81647476.3 	
120 	2477122.6 	79157228.8 	81634351.4 	
121 	2471509.4 	79151571.9 	81623081.2 	
122 	2467165.3 	79144588.4 	81611753.6 	
123 	2460874.0 	79139509.9 	81600383.9 	
124 	2457458.9 	79133186.0 	81590645.0 	
125 	2455914.8 	79130290.1 	81586204.9 	
126 	2451512.3 	79124601.6 	81576113.9 	
127 	2448831.0 	79119446.3 	81568277.3 	
128 	2446111.7 	79116017.6 	81562129.3 	
129 	2433950.9 	79111632.7 	81545583.6 	
130 	2428008.3 	79102810.3 	81530818.7 	
131 	2423033.4 	79096235.1 	81519268.5 	
132 	2420757.7 	79092677.7 	81513435.4 	
133 	2418382.3 	79088211.5 	81506593.8 	
134 	2416556.0 	79085528.4 	81502084.4 	
135 	2413184.2 	79083400.5 	81496584.7 	
136 	2408613.7 	79081575.7 	81490189.4 	
137 	2408984.9 	79078827.3 	81487812.2 	
138 	2410022.4 	79072397.6 	81482420.0 	
139 	2402689.4 	79117175.7 	81519865.1 	
140 	2401251.8 	79113253.1 	81514504.9 	
141 	2399123.0 	79110896.2 	81510019.1 	
142 	2395874.0 	79104310.0 	81500183.9 	
143 	2391902.2 	79099149.5 	81491051.7 	
144 	2385397.3 	79092281.3 	81477678.6 	
145 	2381383.5 	79083988.9 	81465372.4 	
146 	2379736.9 	79082261.1 	81461998.0 	
147 	2375530.6 	79076419.0 	81451949.6 	
148 	2372954.8 	79071011.5 	81443966.3 	
149 	2373772.4 	79069577.5 	81443349.9 	
150 	2365134.4 	79072252.9 	81437387.3 	
151 	2362215.1 	79068173.5 	81430388.5 	
152 	2355334.8 	79068177.4 	81423512.2 	
153 	2346184.7 	79070354.1 	81416538.8 	
154 	2341509.2 	79063268.8 	81404778.0 	
155 	2336912.1 	79058551.5 	81395463.6 	
156 	2331972.8 	79051611.0 	81383583.8 	
157 	2328031.5 	79046160.5 	81374192.1 	
158 	2325675.4 	79041945.6 	81367621.0 	
159 	2323587.6 	79037985.1 	81361572.7 	
160 	2317634.7 	79036757.9 	81354392.6 	
161 	2313862.6 	79030979.2 	81344841.7 	
162 	2311549.4 	79026924.9 	81338474.2 	
163 	2309504.6 	79024275.7 	81333780.3 	
164 	2306734.4 	79018671.4 	81325405.9 	
165 	2308831.6 	79014964.5 	81323796.1 	
166 	2302433.7 	79072230.7 	81374664.4 	
167 	2305811.8 	79070003.9 	81375815.7 	
168 	2302638.3 	79102167.9 	81404806.2 	
169 	2299165.1 	79107570.2 	81406735.4 	
170 	2302127.3 	79106568.9 	81408696.2 	
171 	2293961.8 	79110267.5 	81404229.2 	
172 	2291153.1 	79103086.4 	81394239.5 	
173 	2285380.6 	79098922.3 	81384302.9 	
174 	2282593.7 	79093729.1 	81376322.7 	
175 	2290674.2 	79092178.2 	81382852.4 	
176 	2274095.9 	79893575.7 	82167671.6 	
177 	2279841.6 	79887795.8 	82167637.4 	
178 	2262767.4 	80130797.0 	82393564.4 	
179 	2257336.9 	80130650.2 	82387987.2 	
180 	2256561.8 	80126303.3 	82382865.1 	
181 	2247370.5 	80117485.4 	82364855.9 	
182 	2242721.0 	80109431.9 	82352152.9 	
183 	2240443.2 	80107882.1 	82348325.3 	
184 	2230719.4 	80145712.7 	82376432.1 	
185 	2225327.4 	80137285.2 	82362612.6 	
186 	2222536.9 	80131199.5 	82353736.3 	
187 	2216650.0 	80129357.7 	82346007.7 	
188 	2208768.9 	80121965.3 	82330734.2 	
189 	2203837.3 	80114833.2 	82318670.5 	
190 	2199769.5 	80109724.5 	82309494.0 	
191 	2196678.3 	80104983.2 	82301661.5 	
192 	2191987.7 	80100554.8 	82292542.5 	
193 	2187779.0 	80092380.7 	82280159.7 	
194 	2181631.0 	80091831.3 	82273462.4 	
195 	2178756.4 	80087041.2 	82265797.6 	
196 	2182419.0 	80083702.4 	82266121.3 	
197 	2172134.4 	80220550.3 	82392684.7 	
198 	2169480.9 	80216990.7 	82386471.6 	
