Las columnas son: 
Iteración 	Energía Potencial	Energia Cínetica	Energia Mecanica total
199 	2166052.5 	80212074.5 	82378127.0 	
200 	2162650.7 	80208353.5 	82371004.2 	
201 	2159935.6 	80207301.1 	82367236.7 	
202 	2152949.4 	80197127.9 	82350077.3 	
203 	2150551.0 	80187534.6 	82338085.6 	
204 	2139997.3 	80217010.8 	82357008.1 	
205 	2136475.8 	80209616.9 	82346092.6 	
206 	2131750.8 	80213184.0 	82344934.8 	
207 	2122172.9 	80229956.9 	82352129.7 	
208 	2117062.3 	80224503.5 	82341565.9 	
209 	2114090.2 	80217376.4 	82331466.6 	
210 	2114033.1 	80219283.6 	82333316.7 	
211 	2102951.1 	80427051.4 	82530002.5 	
212 	2098314.6 	80426717.3 	82525031.9 	
213 	2095674.6 	80422572.9 	82518247.5 	
214 	2096936.0 	80419507.8 	82516443.8 	
215 	2087774.4 	80470692.2 	82558466.6 	
216 	2084905.0 	80466742.1 	82551647.1 	
217 	2086445.8 	80460834.1 	82547279.9 	
218 	2078976.6 	80528395.4 	82607372.0 	
219 	2074185.8 	80528700.1 	82602885.9 	
220 	2071065.3 	80520326.6 	82591391.9 	
221 	2065975.7 	80512937.1 	82578912.8 	
222 	2063628.5 	80509440.7 	82573069.2 	
223 	2057724.7 	80506637.8 	82564362.5 	
224 	2050882.7 	80496587.9 	82547470.6 	
225 	2046675.8 	80489980.3 	82536656.1 	
226 	2045308.7 	80486223.2 	82531531.9 	
227 	2041090.7 	80485276.7 	82526367.4 	
228 	2041088.7 	80479675.3 	82520764.0 	
229 	2033510.0 	80506616.1 	82540126.1 	
230 	2031284.5 	80502396.3 	82533680.9 	
231 	2028075.0 	80501549.6 	82529624.6 	
232 	2024000.2 	80496107.3 	82520107.5 	
233 	2020529.6 	80491284.2 	82511813.8 	
234 	2019764.3 	80487413.9 	82507178.2 	
235 	2014273.4 	80487533.8 	82501807.2 	
236 	2011324.1 	80482872.9 	82494197.0 	
237 	2013242.8 	80478069.9 	82491312.7 	
238 	2003911.6 	80573115.4 	82577026.9 	
239 	2001365.6 	80569671.3 	82571036.9 	
240 	1998717.1 	80566042.2 	82564759.4 	
241 	1996630.4 	80562913.5 	82559543.9 	
242 	1993911.4 	80559963.4 	82553874.7 	
243 	1993259.2 	80556766.2 	82550025.3 	
244 	1997203.3 	80558838.1 	82556041.4 	
245 	1985222.6 	80629934.9 	82615157.5 	
246 	1985709.7 	80628050.5 	82613760.1 	
247 	1981379.0 	80627970.2 	82609349.2 	
248 	1977792.1 	80622893.9 	82600686.0 	
249 	1975171.6 	80618897.2 	82594068.9 	
250 	1973043.0 	80615941.5 	82588984.5 	
251 	1970971.9 	80613215.7 	82584187.6 	
252 	1969156.8 	80610578.9 	82579735.7 	
253 	1974313.5 	80608489.1 	82582802.7 	
254 	1962417.3 	80938318.2 	82900735.5 	
255 	1960547.4 	80935249.8 	82895797.2 	
256 	1960945.1 	80930116.0 	82891061.0 	
257 	1954149.9 	80948237.0 	82902386.9 	
258 	1951214.3 	80941444.4 	82892658.8 	
259 	1949300.7 	80938303.1 	82887603.9 	
260 	1946807.9 	80935800.2 	82882608.1 	
261 	1943446.9 	80935598.5 	82879045.4 	
262 	1941855.7 	80931760.6 	82873616.3 	
263 	1941715.3 	80929349.4 	82871064.7 	
264 	1937872.5 	80931219.6 	82869092.1 	
265 	1936228.0 	80928075.7 	82864303.7 	
266 	1935749.8 	80925314.7 	82861064.5 	
267 	1931208.5 	80923797.1 	82855005.6 	
268 	1929957.8 	80921135.2 	82851093.0 	
269 	1929388.6 	80919434.6 	82848823.2 	
270 	1931199.6 	80918707.5 	82849907.1 	
271 	1929572.1 	80923739.9 	82853312.0 	
272 	1930220.9 	80922188.5 	82852409.4 	
273 	1933150.8 	80923194.4 	82856345.2 	
274 	1933016.3 	80925346.5 	82858362.8 	
275 	1934819.6 	80926761.6 	82861581.2 	
276 	1933896.6 	80927189.7 	82861086.3 	
277 	1938006.3 	80925151.7 	82863158.0 	
278 	1927927.8 	80982412.4 	82910340.2 	
279 	1925760.2 	80979016.0 	82904776.1 	
280 	1924520.4 	80976309.1 	82900829.5 	
281 	1924696.5 	80975041.0 	82899737.5 	
282 	1926514.4 	80974983.9 	82901498.3 	
283 	1927888.7 	80978741.4 	82906630.0 	
284 	1922418.4 	80993012.4 	82915430.8 	
285 	1920792.7 	80988592.9 	82909385.6 	
286 	1922013.3 	80987555.3 	82909568.6 	
287 	1926434.5 	80989117.6 	82915552.1 	
288 	1917795.8 	81002835.5 	82920631.3 	
289 	1912460.2 	81011558.9 	82924019.1 	
290 	1908088.2 	81006579.3 	82914667.5 	
291 	1904384.2 	81001969.2 	82906353.4 	
292 	1900766.5 	80996557.1 	82897323.6 	
293 	1898812.6 	80992405.1 	82891217.7 	
294 	1899553.1 	80991130.7 	82890683.9 	
295 	1897303.3 	80989817.6 	82887121.0 	
296 	1899085.6 	80987058.7 	82886144.3 	
297 	1896107.9 	81000408.8 	82896516.8 	
298 	1893772.2 	80996329.1 	82890101.3 	
299 	1892223.8 	80992306.3 	82884530.1 	
300 	1890298.4 	80988359.7 	82878658.2 	
301 	1890817.4 	80984049.5 	82874866.9 	
302 	1879937.3 	81002334.9 	82882272.2 	
303 	1870545.6 	81026101.2 	82896646.8 	
304 	1868717.4 	81022064.1 	82890781.4 	
305 	1862468.2 	81015247.1 	82877715.3 	
306 	1858563.4 	81008675.3 	82867238.7 	
307 	1856715.0 	81005332.1 	82862047.1 	
308 	1854542.5 	81003081.4 	82857623.8 	
309 	1851885.3 	80999197.9 	82851083.2 	
310 	1849401.6 	80995383.3 	82844784.9 	
311 	1847843.5 	80993379.0 	82841222.5 	
312 	1846930.6 	80989574.3 	82836504.9 	
313 	1842612.3 	80986310.3 	82828922.6 	
314 	1840543.1 	80979281.3 	82819824.4 	
315 	1838748.2 	80975704.0 	82814452.2 	
316 	1833540.5 	80981276.3 	82814816.8 	
317 	1831050.6 	80978868.7 	82809919.4 	
318 	1827318.7 	80977871.3 	82805190.0 	
319 	1823124.7 	80970839.7 	82793964.4 	
320 	1819989.7 	80967290.3 	82787280.0 	
321 	1821382.0 	80964336.4 	82785718.4 	
322 	1813952.6 	81005511.9 	82819464.5 	
323 	1809936.9 	80997344.9 	82807281.8 	
324 	1805837.5 	80994428.9 	82800266.4 	
325 	1803938.2 	80990139.0 	82794077.2 	
326 	1803186.9 	80987948.3 	82791135.2 	
327 	1803751.0 	80984943.0 	82788694.0 	
328 	1821044.2 	80996887.2 	82817931.5 	
329 	1781691.9 	111207325.1 	112989017.0 	
330 	1774594.8 	111202102.1 	112976697.0 	
331 	1770538.5 	111198364.2 	112968902.8 	
332 	1764620.8 	111192327.3 	112956948.1 	
333 	1757264.0 	111187172.3 	112944436.3 	
334 	1751661.4 	111179803.7 	112931465.1 	
335 	1747269.3 	111174332.9 	112921602.2 	
336 	1743631.5 	111169826.4 	112913458.0 	
337 	1740583.5 	111166031.8 	112906615.3 	
338 	1737810.9 	111162611.3 	112900422.2 	
339 	1735805.6 	111159370.0 	112895175.6 	
340 	1734500.8 	111157435.2 	112891936.1 	
341 	1730254.8 	111152448.7 	112882703.5 	
342 	1726793.8 	111147259.8 	112874053.6 	
343 	1724757.9 	111143340.3 	112868098.2 	
344 	1724592.8 	111141963.3 	112866556.1 	
345 	1721683.9 	111142192.3 	112863876.2 	
346 	1719344.8 	111139482.6 	112858827.5 	
347 	1721643.2 	111136687.5 	112858330.8 	
348 	1714017.1 	111195613.5 	112909630.6 	
349 	1712975.8 	111193025.0 	112906000.8 	
350 	1711516.8 	111189443.8 	112900960.6 	
351 	1709392.4 	111186230.1 	112895622.5 	
352 	1711952.2 	111183045.3 	112894997.5 	
353 	1701884.4 	111199084.8 	112900969.2 	
354 	1697848.2 	111193315.9 	112891164.1 	
355 	1693770.0 	111188513.6 	112882283.6 	
356 	1691881.3 	111184183.2 	112876064.5 	
357 	1686509.6 	111188680.3 	112875190.0 	
358 	1683545.4 	111185069.7 	112868615.0 	
359 	1680935.3 	111181203.0 	112862138.4 	
360 	1676478.5 	111180025.8 	112856504.3 	
361 	1673053.7 	111174604.9 	112847658.6 	
362 	1670144.4 	111171425.2 	112841569.6 	
363 	1666473.1 	111168592.5 	112835065.6 	
364 	1664054.9 	111164667.7 	112828722.6 	
365 	1661113.1 	111161638.2 	112822751.2 	
366 	1660581.8 	111158139.0 	112818720.8 	
367 	1656637.0 	111161960.6 	112818597.6 	
368 	1655082.8 	111156611.9 	112811694.7 	
369 	1651814.2 	111152632.2 	112804446.4 	
370 	1646190.1 	111156558.6 	112802748.7 	
371 	1643826.8 	111152865.0 	112796691.8 	
372 	1640146.7 	111150681.8 	112790828.5 	
373 	1637361.2 	111145957.6 	112783318.8 	
374 	1637174.3 	111143472.7 	112780647.0 	
375 	1634999.1 	111148386.8 	112783385.9 	
376 	1636293.6 	111148570.0 	112784863.6 	
377 	1632687.0 	111150536.6 	112783223.6 	
378 	1629765.4 	111148998.1 	112778763.5 	
379 	1627103.8 	111143888.1 	112770991.9 	
380 	1625996.4 	111141589.2 	112767585.6 	
381 	1629342.3 	111141625.8 	112770968.1 	
382 	1624639.1 	111157833.1 	112782472.2 	
383 	1618686.0 	111154306.4 	112772992.4 	
384 	1616556.5 	111150533.4 	112767089.9 	
385 	1615935.2 	111149093.6 	112765028.8 	
386 	1613336.0 	111146920.4 	112760256.3 	
387 	1612780.6 	111144391.2 	112757171.9 	
388 	1610918.6 	111144788.6 	112755707.2 	
389 	1609800.6 	111142095.6 	112751896.2 	
390 	1609252.9 	111140684.3 	112749937.2 	
391 	1607813.9 	111138852.3 	112746666.2 	
392 	1606066.2 	111136520.9 	112742587.1 	
393 	1604754.1 	111133905.4 	112738659.5 	
394 	1606569.5 	111132826.5 	112739396.0 	
395 	1626623.8 	111140776.3 	112767400.1 	
396 	1600578.0 	122953225.5 	124553803.5 	
397 	1591146.7 	122975945.7 	124567092.4 	
398 	1588287.4 	122972825.9 	124561113.3 	
399 	1585301.9 	122968798.8 	124554100.6 	
400 	1583222.6 	122965607.2 	124548829.8 	
401 	1582679.4 	122963763.8 	124546443.2 	
402 	1581717.4 	122964032.9 	124545750.2 	
403 	1579123.0 	122960026.1 	124539149.0 	
404 	1575410.2 	122955721.7 	124531131.9 	
405 	1573580.0 	122951194.5 	124524774.5 	
406 	1572282.6 	122952466.2 	124524748.8 	
407 	1570780.3 	122954201.0 	124524981.4 	
408 	1568294.0 	122951785.6 	124520079.6 	
409 	1569355.4 	122948231.4 	124517586.9 	
410 	1563723.9 	122960836.1 	124524560.0 	
411 	1563159.6 	122958736.0 	124521895.6 	
412 	1560898.0 	122959003.6 	124519901.7 	
413 	1559604.2 	122955324.2 	124514928.4 	
414 	1555653.8 	122952416.3 	124508070.1 	
415 	1553003.1 	122947343.9 	124500347.1 	
416 	1552035.4 	122945454.7 	124497490.2 	
417 	1551471.8 	122943444.7 	124494916.6 	
418 	1546117.2 	122943116.9 	124489234.1 	
419 	1542984.8 	122939928.2 	124482913.0 	
420 	1540487.1 	122936589.0 	124477076.1 	
421 	1537406.1 	122931902.1 	124469308.2 	
422 	1536039.5 	122928055.0 	124464094.5 	
423 	1529287.5 	122936051.4 	124465338.9 	
424 	1525548.3 	122931705.0 	124457253.3 	
425 	1521763.4 	122927741.3 	124449504.7 	
426 	1518063.2 	122923015.1 	124441078.3 	
427 	1515560.8 	122919515.9 	124435076.8 	
428 	1514663.3 	122917313.2 	124431976.5 	
429 	1513146.2 	122918019.1 	124431165.3 	
430 	1510901.3 	122913917.6 	124424818.9 	
431 	1506825.8 	122910760.7 	124417586.5 	
432 	1503341.7 	122905705.3 	124409047.0 	
433 	1500992.5 	122902539.8 	124403532.4 	
434 	1498813.3 	122900071.6 	124398884.9 	
435 	1496660.0 	122897359.3 	124394019.3 	
436 	1494732.5 	122894959.7 	124389692.3 	
437 	1496342.3 	122892802.3 	124389144.6 	
438 	1489514.6 	122939750.4 	124429265.0 	
439 	1487947.3 	122938044.3 	124425991.6 	
440 	1485383.6 	122934594.2 	124419977.8 	
441 	1483535.4 	122931759.6 	124415295.0 	
442 	1483153.1 	122930061.5 	124413214.6 	
443 	1482592.3 	122930829.6 	124413421.8 	
444 	1478737.6 	122927974.7 	124406712.3 	
445 	1475635.7 	122924248.8 	124399884.5 	
446 	1472115.3 	122918641.9 	124390757.2 	
447 	1469919.2 	122915269.8 	124385189.0 	
448 	1467853.1 	122912904.4 	124380757.6 	
449 	1465809.1 	122910367.6 	124376176.7 	
450 	1464182.7 	122908163.3 	124372346.0 	
451 	1462959.1 	122906440.8 	124369399.9 	
452 	1461709.4 	122904796.2 	124366505.6 	
453 	1457706.1 	122902604.7 	124360310.8 	
454 	1455170.5 	122898959.0 	124354129.4 	
455 	1453316.7 	122896453.7 	124349770.4 	
456 	1451947.2 	122894611.0 	124346558.2 	
457 	1450397.3 	122892769.6 	124343166.9 	
458 	1450414.5 	122890814.8 	124341229.3 	
459 	1446699.1 	122896352.9 	124343051.9 	
460 	1445469.5 	122894300.0 	124339769.5 	
461 	1444968.5 	122893114.8 	124338083.3 	
462 	1444573.3 	122892612.1 	124337185.4 	
463 	1444325.5 	122890594.9 	124334920.4 	
464 	1444325.5 	122890107.8 	124334433.2 	
465 	1442018.9 	122887268.9 	124329287.8 	
466 	1439395.3 	122884983.3 	124324378.6 	
467 	1438319.6 	122881981.0 	124320300.5 	
468 	1436740.0 	122881089.0 	124317829.0 	
469 	1442756.7 	122877778.5 	124320535.1 	
470 	1431669.8 	123340051.0 	124771720.8 	
471 	1430288.7 	123338376.0 	124768664.6 	
472 	1429290.6 	123336600.0 	124765890.6 	
473 	1426967.2 	123335101.5 	124762068.6 	
474 	1424901.9 	123332164.2 	124757066.1 	
475 	1423176.7 	123330064.7 	124753241.4 	
476 	1421594.1 	123328052.6 	124749646.6 	
477 	1420240.2 	123326358.6 	124746598.8 	
478 	1418462.1 	123324358.7 	124742820.7 	
479 	1416933.1 	123322130.4 	124739063.6 	
480 	1416020.7 	123320559.5 	124736580.1 	
481 	1414870.3 	123319652.8 	124734523.1 	
482 	1413007.5 	123317190.9 	124730198.4 	
483 	1411847.2 	123315320.2 	124727167.4 	
484 	1412752.5 	123314416.8 	124727169.3 	
485 	1410019.2 	123319406.7 	124729426.0 	
486 	1409968.7 	123318175.0 	124728143.8 	
487 	1410082.6 	123318793.1 	124728875.7 	
488 	1409547.1 	123316321.1 	124725868.2 	
489 	1407280.1 	123316585.4 	124723865.5 	
490 	1406642.9 	123314949.1 	124721591.9 	
491 	1406650.7 	123314316.2 	124720967.0 	
492 	1407785.2 	123314353.3 	124722138.5 	
493 	1406514.3 	123316575.1 	124723089.5 	
494 	1406085.2 	123315252.7 	124721337.9 	
495 	1406219.6 	123314446.3 	124720666.0 	
496 	1406991.9 	123314262.8 	124721254.7 	
497 	1406682.8 	123314779.4 	124721462.2 	
498 	1408767.1 	123313259.0 	124722026.1 	
499 	1405541.7 	123322931.2 	124728472.9 	
500 	1404229.5 	123321026.5 	124725256.0 	
501 	1403509.3 	123319646.4 	124723155.6 	
502 	1403385.6 	123319032.7 	124722418.3 	
503 	1403797.9 	123318971.8 	124722769.7 	
504 	1404970.9 	123319499.7 	124724470.6 	
505 	1406584.9 	123320991.8 	124727576.7 	
506 	1405542.0 	123320798.8 	124726340.8 	
507 	1404531.7 	123318290.7 	124722822.4 	
508 	1404262.4 	123317273.1 	124721535.5 	
509 	1404591.5 	123317011.2 	124721602.6 	
510 	1405709.8 	123317400.5 	124723110.3 	
511 	1405974.7 	123318404.6 	124724379.3 	
512 	1408019.8 	123318168.7 	124726188.6 	
513 	1407994.3 	123324578.4 	124732572.7 	
514 	1411492.6 	123326013.4 	124737506.0 	
515 	1406791.7 	123344234.9 	124751026.6 	
516 	1406711.0 	123342874.2 	124749585.2 	
517 	1409226.3 	123342934.1 	124752160.4 	
518 	1407010.4 	123348706.8 	124755717.2 	
519 	1404432.5 	123346252.8 	124750685.3 	
520 	1403072.0 	123342769.2 	124745841.2 	
521 	1403161.2 	123341461.9 	124744623.0 	
522 	1405686.6 	123342305.4 	124747992.1 	
523 	1403973.7 	123343162.6 	124747136.3 	
524 	1401721.5 	123343984.4 	124745705.9 	
525 	1399563.8 	123340119.7 	124739683.5 	
526 	1416999.5 	123338514.7 	124755514.2 	
527 	1389203.3 	131909348.6 	133298551.9 	
528 	1385977.1 	131904165.2 	133290142.3 	
529 	1384795.9 	131902088.8 	133286884.7 	
530 	1383874.4 	131901279.9 	133285154.3 	
531 	1381649.2 	131898767.3 	133280416.6 	
532 	1380076.0 	131896147.7 	133276223.7 	
533 	1379474.1 	131894863.0 	133274337.1 	
534 	1380417.5 	131894937.1 	133275354.6 	
535 	1382950.5 	131896035.8 	133278986.3 	
536 	1380244.7 	131900957.8 	133281202.5 	
537 	1377939.2 	131896227.9 	133274167.1 	
538 	1377260.1 	131894280.4 	133271540.6 	
539 	1378243.2 	131894041.0 	133272284.2 	
540 	1381651.6 	131895939.5 	133277591.1 	
541 	1380736.5 	131899406.0 	133280142.5 	
542 	1376737.3 	131903761.3 	133280498.6 	
543 	1375964.2 	131901666.7 	133277630.9 	
544 	1376635.8 	131901012.0 	133277647.8 	
545 	1376180.6 	131901566.5 	133277747.1 	
546 	1377535.2 	131900597.5 	133278132.6 	
547 	1377334.3 	131906003.9 	133283338.3 	
548 	1375944.6 	131901958.1 	133277902.6 	
549 	1375722.2 	131901071.4 	133276793.6 	
550 	1374332.9 	131896594.1 	133270926.9 	
551 	1373466.2 	131895909.5 	133269375.7 	
552 	1374837.8 	131892753.5 	133267591.3 	
553 	1371068.2 	131905451.1 	133276519.3 	
554 	1371990.4 	131905205.4 	133277195.8 	
555 	1375132.9 	131907312.2 	133282445.2 	
556 	1371392.4 	131909246.7 	133280639.0 	
