## Las primeras 200 lineas corresponden a la esfera 1 
##las siguienets 250 lineas a la esfera 2
## Las primeras tres columnas corresponden a la posición en 'x', 'y' y 'z', dadas en kpc, las siguientes tres a las velocidades, dadas en km/s
-109.420 	-234.243 	115.688 	34.451 	-33.373 	5.949 	
217.996 	-151.459 	9.019 	23.140 	34.065 	-48.954 	
160.552 	-329.583 	124.093 	8.062 	-35.330 	15.971 	
77.766 	-41.175 	-12.597 	-0.383 	-50.918 	15.358 	
174.035 	-26.915 	-21.052 	55.297 	72.460 	10.256 	
150.184 	-177.044 	15.338 	-22.829 	-33.208 	37.841 	
50.927 	25.567 	8.556 	62.505 	-4.454 	-25.681 	
134.289 	-65.179 	30.646 	86.787 	-17.224 	-28.271 	
56.723 	-52.702 	-1.139 	11.389 	-31.747 	-97.131 	
126.652 	2.350 	22.016 	80.732 	21.096 	-41.034 	
-297.522 	-296.389 	-183.873 	-29.827 	-4.694 	-26.019 	
-166.610 	-1025.500 	-1018.837 	-24.329 	-102.361 	-100.851 	
175.868 	-133.805 	-19.694 	15.298 	-27.136 	-15.112 	
75.518 	-74.901 	8.078 	53.458 	49.575 	55.853 	
174.268 	-5.161 	-80.640 	-18.405 	-7.174 	-39.433 	
100.791 	-30.430 	-38.792 	63.905 	-54.738 	29.943 	
107.060 	-73.947 	-12.841 	73.935 	-14.074 	73.126 	
-69.505 	-162.938 	-51.370 	-10.766 	-15.799 	-35.742 	
142.178 	-107.334 	-65.954 	54.775 	-73.605 	53.437 	
129.360 	2.572 	-74.542 	39.802 	27.119 	44.492 	
-234.078 	-20.434 	161.870 	-73.198 	-16.135 	50.774 	
318.089 	4.928 	-46.363 	39.011 	23.844 	-6.649 	
93.708 	-80.890 	-7.674 	50.669 	2.726 	-53.007 	
31.085 	-113.994 	-50.682 	13.402 	32.245 	-45.331 	
175.367 	-34.658 	-56.821 	52.695 	-52.148 	-32.045 	
28.446 	-155.450 	-67.089 	-13.512 	-22.251 	-30.823 	
195.664 	-84.352 	25.335 	-14.162 	-30.167 	-23.977 	
11.316 	32.708 	19.522 	-6.570 	22.044 	-2.244 	
208.103 	-588.053 	309.149 	70.087 	-176.550 	100.682 	
66.389 	12.256 	-79.302 	12.855 	-11.968 	3.420 	
114.959 	-141.214 	37.119 	18.564 	-13.938 	8.245 	
150.827 	-162.523 	78.574 	48.812 	8.593 	-25.254 	
-50.146 	-249.091 	180.667 	29.382 	-9.362 	7.415 	
-709.784 	-1915.649 	-844.421 	-102.911 	-289.701 	-128.253 	
128.387 	-68.824 	27.884 	41.050 	-81.489 	-8.712 	
207.703 	-39.756 	65.257 	9.571 	-5.938 	34.281 	
70.745 	-64.186 	14.255 	6.989 	-6.136 	-9.916 	
68.758 	-39.276 	64.117 	57.945 	-67.164 	-12.266 	
79.647 	-42.623 	72.947 	87.879 	24.806 	39.247 	
250.438 	-21.557 	-54.721 	21.084 	-25.910 	-33.323 	
137.226 	-70.896 	11.923 	-3.856 	-26.605 	-20.730 	
79.874 	-91.451 	132.803 	53.657 	-28.252 	1.952 	
91.633 	-5.056 	67.496 	21.982 	15.284 	1.786 	
71.494 	-54.554 	-28.208 	3.983 	65.090 	49.147 	
91.171 	-42.567 	-97.130 	-6.866 	-81.814 	6.183 	
103.872 	-110.138 	2.737 	-44.314 	-5.349 	10.858 	
780.463 	764.251 	233.022 	135.067 	119.416 	39.360 	
25.882 	-92.265 	-23.297 	-53.540 	12.104 	4.713 	
65.871 	-37.772 	-108.758 	13.297 	23.598 	-7.798 	
560.326 	-301.069 	-120.973 	173.770 	-114.785 	-10.251 	
-156.463 	-27.564 	61.828 	-4.405 	-16.249 	30.047 	
104.898 	-1662.954 	-1452.871 	11.922 	-206.910 	-171.062 	
-84.779 	12.143 	-14.664 	17.842 	10.187 	-1.528 	
127.147 	0.023 	-21.126 	-35.970 	-7.130 	29.765 	
73.900 	-73.663 	-4.364 	-18.064 	-3.978 	-41.188 	
-452.114 	-1607.492 	2947.353 	-146.748 	-401.136 	777.687 	
78.681 	-24.787 	42.580 	27.007 	8.880 	3.885 	
78.382 	-44.369 	-22.095 	28.035 	22.792 	28.511 	
953.880 	589.405 	-647.917 	195.498 	114.202 	-124.663 	
213.566 	-84.792 	-33.459 	79.202 	-24.525 	41.373 	
-122.768 	40.738 	241.866 	-17.742 	18.446 	50.632 	
143.966 	-36.482 	-57.290 	-20.717 	-13.477 	51.056 	
-198.311 	253.292 	-304.747 	-3.225 	33.512 	-37.759 	
60.052 	-31.463 	-7.146 	1.314 	9.752 	85.436 	
280.937 	106.074 	183.773 	37.135 	-18.219 	-2.564 	
85.938 	-45.323 	-22.173 	101.397 	-21.676 	-73.861 	
94.313 	-19.058 	15.390 	-2.345 	12.802 	28.129 	
115.745 	-72.243 	-21.374 	96.515 	-94.972 	-18.422 	
-2031.010 	141.953 	-704.818 	-268.962 	19.461 	-89.412 	
23.742 	-29.826 	32.210 	-16.452 	-64.137 	38.772 	
1686.299 	-397.467 	1779.809 	222.089 	-51.661 	235.599 	
239.685 	30.087 	-110.767 	16.374 	-15.567 	-27.537 	
98.692 	-48.142 	5.497 	8.241 	7.525 	-10.581 	
88.969 	-17.321 	12.056 	15.853 	10.125 	-51.470 	
205.416 	-99.633 	-32.766 	21.842 	-60.837 	18.129 	
34.125 	-91.766 	-23.432 	15.145 	16.943 	-11.689 	
