Las columnas son: 
Iteración 	Energía Potencial	Energia Cínetica	Energia Mecanica total
1 	7714.9 	3147.8 	10862.7 	
2 	7702.2 	3141.2 	10843.4 	
3 	7695.8 	3134.7 	10830.6 	
4 	7689.6 	3128.3 	10817.8 	
5 	7683.3 	3121.8 	10805.2 	
6 	7677.1 	3115.5 	10792.6 	
7 	7670.9 	3109.1 	10780.0 	
8 	7664.8 	3102.8 	10767.6 	
9 	7658.7 	3096.6 	10755.3 	
10 	7652.6 	3090.3 	10743.0 	
11 	7646.6 	3084.1 	10730.8 	
12 	7640.6 	3078.0 	10718.6 	
13 	7634.7 	3071.9 	10706.6 	
14 	7628.8 	3065.8 	10694.6 	
15 	7622.9 	3059.8 	10682.7 	
16 	7617.1 	3053.8 	10670.8 	
17 	7611.3 	3047.8 	10659.1 	
18 	7605.5 	3041.9 	10647.4 	
19 	7599.8 	3036.0 	10635.8 	
20 	7594.1 	3030.1 	10624.3 	
21 	7588.5 	3024.3 	10612.8 	
22 	7582.9 	3018.6 	10601.4 	
23 	7577.3 	3012.8 	10590.1 	
24 	7571.7 	3007.1 	10578.9 	
25 	7566.2 	3001.5 	10567.7 	
26 	7560.8 	2995.8 	10556.6 	
27 	7555.3 	2990.3 	10545.6 	
28 	7549.9 	2984.7 	10534.6 	
29 	7544.6 	2979.2 	10523.8 	
30 	7539.2 	2973.7 	10513.0 	
31 	7534.0 	2968.3 	10502.2 	
32 	7528.7 	2962.9 	10491.6 	
33 	7523.5 	2957.5 	10481.0 	
34 	7518.3 	2952.2 	10470.5 	
35 	7513.2 	2946.9 	10460.0 	
36 	7508.0 	2941.6 	10449.6 	
37 	7503.0 	2936.4 	10439.3 	
38 	7497.9 	2931.2 	10429.1 	
39 	7492.9 	2926.0 	10419.0 	
40 	7487.9 	2920.9 	10408.9 	
41 	7483.0 	2915.8 	10398.9 	
42 	7478.1 	2910.8 	10388.9 	
43 	7473.2 	2905.8 	10379.0 	
44 	7468.4 	2900.8 	10369.2 	
45 	7463.6 	2895.9 	10359.5 	
46 	7458.8 	2891.0 	10349.8 	
47 	7454.1 	2886.1 	10340.2 	
48 	7449.4 	2881.3 	10330.7 	
49 	7444.8 	2876.5 	10321.2 	
50 	7440.1 	2871.7 	10311.9 	
51 	7435.6 	2867.0 	10302.5 	
52 	7431.0 	2862.3 	10293.3 	
53 	7426.5 	2857.6 	10284.1 	
54 	7422.0 	2853.0 	10275.0 	
55 	7417.5 	2848.4 	10266.0 	
56 	7413.1 	2843.9 	10257.0 	
57 	7408.7 	2839.4 	10248.1 	
58 	7404.4 	2834.9 	10239.3 	
59 	7400.1 	2830.4 	10230.5 	
60 	7395.8 	2826.0 	10221.8 	
61 	7391.5 	2821.6 	10213.2 	
62 	7387.3 	2817.3 	10204.6 	
63 	7383.1 	2813.0 	10196.1 	
64 	7379.0 	2808.7 	10187.7 	
65 	7374.9 	2804.5 	10179.3 	
66 	7370.8 	2800.3 	10171.0 	
67 	7366.7 	2796.1 	10162.8 	
68 	7362.7 	2792.0 	10154.7 	
69 	7358.7 	2787.9 	10146.6 	
70 	7354.8 	2783.8 	10138.6 	
71 	7350.9 	2779.7 	10130.6 	
72 	7347.0 	2775.7 	10122.7 	
73 	7343.1 	2771.8 	10114.9 	
74 	7339.3 	2767.8 	10107.2 	
75 	7335.5 	2763.9 	10099.5 	
76 	7331.8 	2760.1 	10091.9 	
77 	7328.1 	2756.2 	10084.3 	
78 	7324.4 	2752.5 	10076.8 	
79 	7320.7 	2748.7 	10069.4 	
80 	7317.1 	2745.0 	10062.1 	
81 	7313.5 	2741.3 	10054.8 	
82 	7310.0 	2737.6 	10047.6 	
83 	7306.5 	2734.0 	10040.4 	
84 	7303.0 	2730.4 	10033.4 	
85 	7299.5 	2726.8 	10026.4 	
86 	7296.1 	2723.3 	10019.4 	
87 	7292.7 	2719.8 	10012.5 	
88 	7289.4 	2716.3 	10005.7 	
89 	7286.1 	2712.9 	9999.0 	
90 	7282.8 	2709.5 	9992.3 	
91 	7279.5 	2706.2 	9985.7 	
92 	7276.3 	2702.8 	9979.1 	
93 	7273.1 	2699.5 	9972.7 	
94 	7270.0 	2696.3 	9966.2 	
95 	7266.8 	2693.1 	9959.9 	
96 	7263.7 	2689.9 	9953.6 	
97 	7260.7 	2686.7 	9947.4 	
98 	7257.7 	2683.6 	9941.3 	
99 	7254.7 	2680.5 	9935.2 	
100 	7251.7 	2677.4 	9929.2 	
101 	7248.8 	2674.4 	9923.2 	
102 	7245.9 	2671.4 	9917.3 	
103 	7243.0 	2668.5 	9911.5 	
104 	7240.2 	2665.5 	9905.8 	
