Las columnas son: 
Iteración 	Energía Potencial	Energia Cínetica	Energia Mecanica total
105 	7237.4 	2662.7 	9900.1 	
106 	7234.7 	2659.8 	9894.5 	
107 	7231.9 	2657.0 	9888.9 	
108 	7229.2 	2654.2 	9883.4 	
109 	7226.6 	2651.4 	9878.0 	
110 	7223.9 	2648.7 	9872.7 	
111 	7221.3 	2646.0 	9867.4 	
112 	7218.8 	2643.4 	9862.2 	
113 	7216.3 	2640.7 	9857.0 	
114 	7213.8 	2638.2 	9851.9 	
115 	7211.3 	2635.6 	9846.9 	
116 	7208.9 	2633.1 	9841.9 	
117 	7206.5 	2630.6 	9837.1 	
118 	7204.1 	2628.1 	9832.2 	
119 	7201.8 	2625.7 	9827.5 	
120 	7199.5 	2623.3 	9822.8 	
121 	7197.2 	2621.0 	9818.2 	
122 	7195.0 	2618.7 	9813.6 	
123 	7192.8 	2616.4 	9809.2 	
124 	7190.6 	2614.1 	9804.7 	
125 	7188.5 	2611.9 	9800.4 	
126 	7186.4 	2609.7 	9796.1 	
127 	7184.3 	2607.6 	9791.9 	
128 	7182.3 	2605.5 	9787.7 	
129 	7180.2 	2603.4 	9783.6 	
130 	7178.3 	2601.4 	9779.6 	
131 	7176.3 	2599.3 	9775.7 	
132 	7174.4 	2597.4 	9771.8 	
133 	7172.6 	2595.4 	9768.0 	
134 	7170.7 	2593.5 	9764.2 	
135 	7168.9 	2591.6 	9760.6 	
136 	7167.2 	2589.8 	9757.0 	
137 	7165.4 	2588.0 	9753.4 	
138 	7163.7 	2586.2 	9749.9 	
139 	7162.1 	2584.5 	9746.5 	
140 	7160.4 	2582.8 	9743.2 	
141 	7158.8 	2581.1 	9739.9 	
142 	7157.3 	2579.5 	9736.7 	
143 	7155.7 	2577.9 	9733.6 	
144 	7154.2 	2576.3 	9730.5 	
145 	7152.8 	2574.8 	9727.5 	
146 	7151.3 	2573.3 	9724.6 	
147 	7150.0 	2571.8 	9721.8 	
148 	7148.6 	2570.4 	9719.0 	
149 	7147.3 	2569.0 	9716.2 	
150 	7146.0 	2567.6 	9713.6 	
151 	7144.7 	2566.3 	9711.0 	
152 	7143.5 	2565.0 	9708.5 	
153 	7142.3 	2563.8 	9706.1 	
154 	7141.1 	2562.5 	9703.7 	
155 	7140.0 	2561.4 	9701.4 	
156 	7138.9 	2560.2 	9699.2 	
157 	7137.9 	2559.1 	9697.0 	
158 	7136.9 	2558.0 	9694.9 	
159 	7135.9 	2557.0 	9692.9 	
160 	7134.9 	2556.0 	9690.9 	
161 	7134.0 	2555.0 	9689.1 	
162 	7133.2 	2554.1 	9687.2 	
163 	7132.3 	2553.2 	9685.5 	
164 	7131.5 	2552.3 	9683.8 	
165 	7130.7 	2551.5 	9682.3 	
166 	7130.0 	2550.7 	9680.7 	
167 	7129.3 	2550.0 	9679.3 	
168 	7128.7 	2549.3 	9677.9 	
169 	7128.0 	2548.6 	9676.6 	
170 	7127.4 	2547.9 	9675.4 	
171 	7126.9 	2547.3 	9674.2 	
172 	7126.4 	2546.8 	9673.1 	
173 	7125.9 	2546.2 	9672.1 	
174 	7125.4 	2545.7 	9671.2 	
175 	7125.0 	2545.3 	9670.3 	
176 	7124.7 	2544.9 	9669.5 	
177 	7124.3 	2544.5 	9668.8 	
178 	7124.0 	2544.1 	9668.2 	
179 	7123.8 	2543.8 	9667.6 	
180 	7123.5 	2543.6 	9667.1 	
181 	7123.4 	2543.3 	9666.7 	
182 	7123.2 	2543.2 	9666.4 	
183 	7123.1 	2543.0 	9666.1 	
184 	7123.0 	2542.9 	9665.9 	
185 	7123.0 	2542.8 	9665.8 	
186 	7123.0 	2542.8 	9665.8 	
187 	7123.0 	2542.8 	9665.8 	
188 	7123.1 	2542.8 	9665.9 	
189 	7123.2 	2542.9 	9666.1 	
190 	7123.4 	2543.0 	9666.4 	
191 	7123.6 	2543.2 	9666.7 	
192 	7123.8 	2543.4 	9667.2 	
193 	7124.1 	2543.6 	9667.7 	
194 	7124.4 	2543.9 	9668.3 	
195 	7124.7 	2544.2 	9668.9 	
196 	7125.1 	2544.5 	9669.7 	
197 	7125.6 	2544.9 	9670.5 	
198 	7126.0 	2545.4 	9671.4 	
199 	7126.5 	2545.9 	9672.4 	
200 	7127.1 	2546.4 	9673.5 	
201 	7127.7 	2546.9 	9674.6 	
202 	7128.3 	2547.5 	9675.8 	
203 	7129.0 	2548.2 	9677.1 	
204 	7129.7 	2548.9 	9678.5 	
205 	7130.4 	2549.6 	9680.0 	
206 	7131.2 	2550.4 	9681.6 	
207 	7132.1 	2551.2 	9683.2 	
208 	7132.9 	2552.0 	9684.9 	
209 	7133.8 	2552.9 	9686.8 	
210 	7134.8 	2553.8 	9688.7 	
211 	7135.8 	2554.8 	9690.6 	
212 	7136.9 	2555.9 	9692.7 	
213 	7137.9 	2556.9 	9694.9 	
214 	7139.1 	2558.0 	9697.1 	
215 	7140.2 	2559.2 	9699.4 	
216 	7141.5 	2560.4 	9701.8 	
217 	7142.7 	2561.6 	9704.3 	
218 	7144.0 	2562.9 	9706.9 	
219 	7145.4 	2564.2 	9709.6 	
220 	7146.8 	2565.6 	9712.4 	
221 	7148.2 	2567.0 	9715.2 	
222 	7149.7 	2568.5 	9718.2 	
223 	7151.2 	2570.0 	9721.2 	
224 	7152.8 	2571.6 	9724.4 	
225 	7154.4 	2573.2 	9727.6 	
226 	7156.1 	2574.8 	9730.9 	
227 	7157.8 	2576.5 	9734.3 	
228 	7159.5 	2578.3 	9737.8 	
229 	7161.3 	2580.1 	9741.4 	
230 	7163.2 	2581.9 	9745.1 	
231 	7165.1 	2583.8 	9748.9 	
232 	7167.0 	2585.7 	9752.8 	
233 	7169.0 	2587.7 	9756.7 	
234 	7171.1 	2589.8 	9760.8 	
235 	7173.1 	2591.9 	9765.0 	
236 	7175.3 	2594.0 	9769.3 	
237 	7177.5 	2596.2 	9773.6 	
238 	7179.7 	2598.4 	9778.1 	
239 	7182.0 	2600.7 	9782.7 	
240 	7184.3 	2603.0 	9787.3 	
241 	7186.7 	2605.4 	9792.1 	
242 	7189.1 	2607.8 	9797.0 	
243 	7191.6 	2610.3 	9802.0 	
244 	7194.2 	2612.9 	9807.0 	
245 	7196.8 	2615.5 	9812.2 	
246 	7199.4 	2618.1 	9817.5 	
247 	7202.1 	2620.8 	9822.9 	
248 	7204.8 	2623.6 	9828.4 	
249 	7207.6 	2626.4 	9834.0 	
250 	7210.5 	2629.2 	9839.7 	
251 	7213.4 	2632.2 	9845.6 	
252 	7216.4 	2635.1 	9851.5 	
253 	7219.4 	2638.2 	9857.5 	
254 	7222.5 	2641.2 	9863.7 	
255 	7225.6 	2644.4 	9870.0 	
256 	7228.8 	2647.6 	9876.3 	
257 	7232.0 	2650.8 	9882.8 	
258 	7235.3 	2654.2 	9889.5 	
259 	7238.7 	2657.5 	9896.2 	
260 	7242.1 	2661.0 	9903.0 	
261 	7245.5 	2664.4 	9910.0 	
262 	7249.1 	2668.0 	9917.1 	
263 	7252.7 	2671.6 	9924.3 	
264 	7256.3 	2675.3 	9931.6 	
265 	7260.0 	2679.0 	9939.0 	
266 	7263.8 	2682.8 	9946.6 	
267 	7267.6 	2686.6 	9954.3 	
268 	7271.5 	2690.6 	9962.1 	
269 	7275.5 	2694.5 	9970.0 	
270 	7279.5 	2698.6 	9978.1 	
271 	7283.6 	2702.7 	9986.3 	
272 	7287.7 	2706.9 	9994.6 	
273 	7291.9 	2711.1 	10003.0 	
274 	7296.2 	2715.4 	10011.6 	
275 	7300.5 	2719.8 	10020.3 	
276 	7305.0 	2724.2 	10029.2 	
277 	7309.4 	2728.7 	10038.2 	
278 	7314.0 	2733.3 	10047.3 	
279 	7318.6 	2737.9 	10056.5 	
280 	7323.3 	2742.7 	10065.9 	
281 	7328.0 	2747.4 	10075.4 	
282 	7332.8 	2752.3 	10085.1 	
283 	7337.7 	2757.2 	10094.9 	
284 	7342.7 	2762.2 	10104.9 	
285 	7347.7 	2767.3 	10115.0 	
286 	7352.8 	2772.4 	10125.2 	
287 	7358.0 	2777.7 	10135.6 	
288 	7363.2 	2783.0 	10146.2 	
289 	7368.6 	2788.3 	10156.9 	
290 	7374.0 	2793.8 	10167.7 	
291 	7379.5 	2799.3 	10178.8 	
292 	7385.0 	2804.9 	10189.9 	
293 	7390.6 	2810.6 	10201.2 	
294 	7396.4 	2816.3 	10212.7 	
295 	7402.2 	2822.2 	10224.3 	
296 	7408.0 	2828.1 	10236.1 	
297 	7414.0 	2834.1 	10248.1 	
298 	7420.0 	2840.2 	10260.2 	
299 	7426.1 	2846.4 	10272.5 	
300 	7432.4 	2852.7 	10285.0 	
301 	7438.6 	2859.0 	10297.6 	
302 	7445.0 	2865.4 	10310.5 	
303 	7451.5 	2872.0 	10323.4 	
304 	7458.0 	2878.6 	10336.6 	
305 	7464.7 	2885.3 	10349.9 	
306 	7471.4 	2892.1 	10363.5 	
307 	7478.2 	2898.9 	10377.2 	
308 	7485.1 	2905.9 	10391.1 	
309 	7492.2 	2913.0 	10405.1 	
310 	7499.3 	2920.2 	10419.4 	
311 	7506.4 	2927.4 	10433.9 	
312 	7513.7 	2934.8 	10448.5 	
313 	7521.1 	2942.2 	10463.4 	
314 	7528.6 	2949.8 	10478.4 	
315 	7536.2 	2957.5 	10493.7 	
316 	7543.9 	2965.2 	10509.1 	
317 	7551.7 	2973.1 	10524.8 	
318 	7559.6 	2981.0 	10540.6 	
319 	7567.6 	2989.1 	10556.7 	
320 	7575.7 	2997.3 	10573.0 	
321 	7583.9 	3005.6 	10589.5 	
322 	7592.2 	3014.0 	10606.2 	
323 	7600.7 	3022.5 	10623.2 	
324 	7609.2 	3031.1 	10640.4 	
325 	7617.9 	3039.9 	10657.8 	
326 	7626.6 	3048.7 	10675.4 	
327 	7635.5 	3057.7 	10693.2 	
328 	7644.5 	3066.8 	10711.3 	
329 	7653.7 	3076.0 	10729.7 	
330 	7662.9 	3085.4 	10748.3 	
331 	7672.3 	3094.8 	10767.1 	
332 	7681.8 	3104.4 	10786.2 	
333 	7691.4 	3114.1 	10805.5 	
334 	7701.1 	3124.0 	10825.1 	
335 	7711.0 	3133.9 	10844.9 	
336 	7721.0 	3144.0 	10865.1 	
337 	7731.2 	3154.3 	10885.4 	
338 	7741.4 	3164.6 	10906.1 	
339 	7751.9 	3175.2 	10927.0 	
340 	7762.4 	3185.8 	10948.2 	
341 	7773.1 	3196.6 	10969.7 	
342 	7783.9 	3207.5 	10991.5 	
343 	7794.9 	3218.6 	11013.6 	
344 	7806.0 	3229.9 	11035.9 	
345 	7817.3 	3241.3 	11058.6 	
346 	7828.8 	3252.8 	11081.5 	
347 	7840.3 	3264.5 	11104.8 	
348 	7852.1 	3276.3 	11128.4 	
349 	7864.0 	3288.3 	11152.3 	
350 	7876.0 	3300.5 	11176.6 	
351 	7888.3 	3312.9 	11201.1 	
352 	7900.6 	3325.4 	11226.0 	
353 	7913.2 	3338.0 	11251.2 	
354 	7925.9 	3350.9 	11276.8 	
355 	7938.8 	3363.9 	11302.8 	
356 	7951.9 	3377.1 	11329.0 	
357 	7965.2 	3390.5 	11355.7 	
358 	7978.6 	3404.1 	11382.7 	
359 	7992.3 	3417.8 	11410.1 	
360 	8006.1 	3431.8 	11437.8 	
361 	8020.1 	3445.9 	11466.0 	
362 	8034.3 	3460.3 	11494.5 	
363 	8048.7 	3474.8 	11523.5 	
364 	8063.3 	3489.5 	11552.8 	
365 	8078.1 	3504.5 	11582.6 	
366 	8093.1 	3519.6 	11612.7 	
367 	8108.4 	3535.0 	11643.3 	
368 	8123.8 	3550.6 	11674.4 	
369 	8139.5 	3566.4 	11705.9 	
370 	8155.4 	3582.4 	11737.8 	
371 	8171.5 	3598.7 	11770.2 	
372 	8187.8 	3615.2 	11803.0 	
373 	8204.4 	3631.9 	11836.3 	
374 	8221.2 	3648.9 	11870.1 	
375 	8238.3 	3666.1 	11904.4 	
376 	8255.6 	3683.6 	11939.2 	
377 	8273.2 	3701.3 	11974.5 	
378 	8291.0 	3719.3 	12010.3 	
379 	8309.1 	3737.5 	12046.6 	
380 	8327.5 	3756.0 	12083.5 	
381 	8346.1 	3774.8 	12121.0 	
382 	8365.0 	3793.9 	12158.9 	
383 	8384.2 	3813.3 	12197.5 	
384 	8403.7 	3832.9 	12236.6 	
385 	8423.5 	3852.9 	12276.3 	
386 	8443.6 	3873.1 	12316.7 	
387 	8463.9 	3893.6 	12357.6 	
388 	8484.6 	3914.5 	12399.2 	
389 	8505.7 	3935.7 	12441.3 	
390 	8527.0 	3957.2 	12484.2 	
391 	8548.7 	3979.0 	12527.7 	
392 	8570.7 	4001.2 	12571.9 	
393 	8593.0 	4023.7 	12616.8 	
394 	8615.7 	4046.6 	12662.3 	
395 	8638.8 	4069.9 	12708.6 	
396 	8662.2 	4093.5 	12755.7 	
397 	8686.0 	4117.4 	12803.5 	
398 	8710.2 	4141.8 	12852.0 	
399 	8734.8 	4166.5 	12901.3 	
400 	8759.7 	4191.7 	12951.4 	
401 	8785.1 	4217.3 	13002.4 	
402 	8810.9 	4243.2 	13054.1 	
403 	8837.1 	4269.6 	13106.7 	
404 	8863.8 	4296.4 	13160.2 	
405 	8890.9 	4323.7 	13214.6 	
406 	8918.4 	4351.4 	13269.8 	
407 	8946.4 	4379.6 	13326.0 	
408 	8974.9 	4408.3 	13383.1 	
409 	9003.8 	4437.4 	13441.2 	
410 	9033.2 	4467.0 	13500.3 	
411 	9063.2 	4497.1 	13560.3 	
412 	9093.6 	4527.8 	13621.4 	
413 	9124.6 	4559.0 	13683.6 	
414 	9156.1 	4590.7 	13746.8 	
415 	9188.2 	4622.9 	13811.1 	
416 	9220.8 	4655.7 	13876.6 	
417 	9254.0 	4689.1 	13943.1 	
418 	9287.8 	4723.1 	14010.9 	
419 	9322.2 	4757.6 	14079.8 	
420 	9357.2 	4792.8 	14150.0 	
421 	9392.8 	4828.6 	14221.4 	
422 	9429.1 	4865.0 	14294.1 	
423 	9466.0 	4902.1 	14368.1 	
424 	9503.6 	4939.9 	14443.5 	
425 	9541.9 	4978.3 	14520.2 	
426 	9580.8 	5017.5 	14598.3 	
427 	9620.5 	5057.3 	14677.9 	
428 	9660.9 	5097.9 	14758.9 	
429 	9702.1 	5139.2 	14841.3 	
430 	9744.0 	5181.3 	14925.4 	
431 	9786.7 	5224.2 	15010.9 	
432 	9830.2 	5267.9 	15098.1 	
433 	9874.6 	5312.3 	15186.9 	
434 	9919.7 	5357.6 	15277.3 	
435 	9965.7 	5403.8 	15369.5 	
436 	10012.6 	5450.8 	15463.4 	
437 	10060.3 	5498.7 	15559.0 	
438 	10109.0 	5547.4 	15656.4 	
439 	10158.6 	5597.1 	15755.7 	
440 	10209.1 	5647.8 	15856.9 	
441 	10260.6 	5699.4 	15960.0 	
442 	10313.0 	5751.9 	16065.0 	
443 	10366.5 	5805.5 	16172.0 	
444 	10421.0 	5860.0 	16281.0 	
445 	10476.5 	5915.6 	16392.0 	
446 	10533.0 	5972.2 	16505.2 	
447 	10590.6 	6029.9 	16620.5 	
448 	10649.3 	6088.6 	16737.9 	
449 	10709.1 	6148.4 	16857.5 	
450 	10769.9 	6209.3 	16979.3 	
451 	10832.0 	6271.3 	17103.3 	
452 	10895.1 	6334.5 	17229.6 	
453 	10959.4 	6398.8 	17358.1 	
454 	11024.8 	6464.2 	17489.0 	
455 	11091.4 	6530.7 	17622.1 	
456 	11159.2 	6598.4 	17757.6 	
457 	11228.1 	6667.3 	17895.4 	
458 	11298.2 	6737.3 	18035.5 	
459 	11369.4 	6808.5 	18177.9 	
460 	11441.8 	6880.8 	18322.6 	
461 	11515.4 	6954.2 	18469.6 	
462 	11590.0 	7028.7 	18618.8 	
463 	11665.8 	7104.4 	18770.2 	
464 	11742.7 	7181.1 	18923.7 	
465 	11820.6 	7258.8 	19079.3 	
466 	11899.5 	7337.5 	19237.0 	
467 	11979.4 	7417.2 	19396.5 	
468 	12060.2 	7497.7 	19557.9 	
469 	12141.8 	7579.1 	19720.9 	
470 	12224.3 	7661.3 	19885.5 	
471 	12307.4 	7744.1 	20051.5 	
472 	12391.2 	7827.6 	20218.8 	
473 	12475.4 	7911.6 	20387.0 	
474 	12560.1 	7995.9 	20556.0 	
475 	12645.1 	8080.5 	20725.6 	
476 	12730.2 	8165.3 	20895.5 	
477 	12815.3 	8250.0 	21065.3 	
478 	12900.2 	8334.6 	21234.8 	
479 	12984.8 	8418.8 	21403.6 	
480 	13068.9 	8502.4 	21571.3 	
481 	13152.3 	8585.3 	21737.6 	
482 	13234.6 	8667.2 	21901.9 	
483 	13315.8 	8748.0 	22063.8 	
484 	13395.6 	8827.3 	22222.9 	
485 	13473.7 	8904.8 	22378.5 	
486 	13549.8 	8980.5 	22530.3 	
487 	13623.7 	9053.8 	22677.5 	
488 	13695.1 	9124.7 	22819.8 	
489 	13763.7 	9192.7 	22956.3 	
490 	13829.2 	9257.6 	23086.7 	
491 	13891.3 	9319.1 	23210.3 	
492 	13949.7 	9376.8 	23326.5 	
493 	14004.2 	9430.6 	23434.7 	
494 	14054.4 	9480.1 	23534.5 	
495 	14100.2 	9525.0 	23625.2 	
496 	14141.2 	9565.1 	23706.3 	
497 	14177.3 	9600.2 	23777.5 	
498 	14208.2 	9630.1 	23838.3 	
499 	14233.8 	9654.5 	23888.3 	
500 	14253.8 	9673.4 	23927.2 	
501 	14268.3 	9686.5 	23954.9 	
502 	14277.2 	9693.9 	23971.1 	
503 	14280.3 	9695.4 	23975.7 	
504 	14277.7 	9691.0 	23968.7 	
505 	14269.4 	9680.8 	23950.2 	
506 	14255.4 	9664.8 	23920.2 	
507 	14235.9 	9643.1 	23879.0 	
508 	14211.0 	9615.9 	23826.8 	
509 	14180.8 	9583.2 	23763.9 	
510 	14145.5 	9545.2 	23690.7 	
511 	14105.4 	9502.3 	23607.7 	
512 	14060.6 	9454.6 	23515.2 	
513 	14011.4 	9402.3 	23413.7 	
514 	13958.2 	9345.7 	23303.9 	
515 	13901.1 	9285.2 	23186.3 	
516 	13840.4 	9221.0 	23061.4 	
517 	13776.4 	9153.4 	22929.9 	
518 	13709.5 	9082.7 	22792.3 	
519 	13639.9 	9009.3 	22649.1 	
520 	13567.9 	8933.3 	22501.1 	
521 	13493.7 	8855.1 	22348.8 	
522 	13417.7 	8775.0 	22192.6 	
523 	13340.0 	8693.2 	22033.2 	
524 	13261.1 	8610.0 	21871.0 	
525 	13181.0 	8525.7 	21706.6 	
526 	13100.0 	8440.4 	21540.4 	
527 	13018.3 	8354.5 	21372.7 	
528 	12936.1 	8268.0 	21204.1 	
529 	12853.6 	8181.3 	21034.9 	
530 	12771.0 	8094.4 	20865.5 	
531 	12688.4 	8007.6 	20696.1 	
532 	12606.0 	7921.0 	20527.0 	
533 	12523.9 	7834.7 	20358.6 	
534 	12442.2 	7748.8 	20191.0 	
535 	12361.0 	7663.5 	20024.5 	
536 	12280.4 	7578.9 	19859.3 	
537 	12200.5 	7495.0 	19695.5 	
538 	12121.4 	7412.0 	19533.3 	
539 	12043.1 	7329.8 	19372.9 	
540 	11965.7 	7248.6 	19214.3 	
541 	11889.2 	7168.4 	19057.6 	
542 	11813.8 	7089.2 	18903.0 	
543 	11739.3 	7011.2 	18750.5 	
544 	11665.9 	6934.2 	18600.2 	
545 	11593.6 	6858.4 	18452.1 	
546 	11522.4 	6783.8 	18306.2 	
547 	11452.3 	6710.4 	18162.6 	
548 	11383.3 	6638.1 	18021.4 	
549 	11315.4 	6567.0 	17882.4 	
550 	11248.7 	6497.1 	17745.8 	
551 	11183.1 	6428.5 	17611.5 	
552 	11118.6 	6361.0 	17479.6 	
553 	11055.2 	6294.7 	17349.9 	
554 	10993.0 	6229.6 	17222.6 	
555 	10931.9 	6165.6 	17097.5 	
556 	10871.8 	6102.9 	16974.7 	
557 	10812.9 	6041.2 	16854.1 	
558 	10755.0 	5980.8 	16735.8 	
559 	10698.2 	5921.4 	16619.6 	
560 	10642.4 	5863.1 	16505.6 	
561 	10587.7 	5805.9 	16393.7 	
562 	10534.0 	5749.8 	16283.8 	
563 	10481.3 	5694.8 	16176.1 	
564 	10429.5 	5640.8 	16070.3 	
565 	10378.8 	5587.8 	15966.6 	
566 	10329.0 	5535.8 	15864.7 	
567 	10280.1 	5484.8 	15764.8 	
568 	10232.1 	5434.7 	15666.8 	
569 	10185.0 	5385.6 	15570.6 	
570 	10138.8 	5337.4 	15476.2 	
571 	10093.5 	5290.1 	15383.6 	
572 	10049.0 	5243.7 	15292.7 	
573 	10005.3 	5198.2 	15203.5 	
574 	9962.4 	5153.5 	15116.0 	
575 	9920.4 	5109.7 	15030.0 	
576 	9879.1 	5066.7 	14945.7 	
577 	9838.5 	5024.4 	14863.0 	
578 	9798.7 	4983.0 	14781.7 	
579 	9759.7 	4942.3 	14702.0 	
580 	9721.3 	4902.4 	14623.7 	
581 	9683.7 	4863.1 	14546.8 	
582 	9646.7 	4824.7 	14471.4 	
583 	9610.4 	4786.9 	14397.3 	
584 	9574.7 	4749.7 	14324.5 	
585 	9539.7 	4713.3 	14253.0 	
586 	9505.3 	4677.5 	14182.9 	
587 	9471.6 	4642.4 	14113.9 	
588 	9438.4 	4607.9 	14046.2 	
589 	9405.8 	4573.9 	13979.7 	
590 	9373.7 	4540.6 	13914.4 	
591 	9342.3 	4507.9 	13850.2 	
592 	9311.4 	4475.8 	13787.1 	
593 	9281.0 	4444.2 	13725.1 	
594 	9251.1 	4413.1 	13664.2 	
595 	9221.8 	4382.6 	13604.4 	
596 	9192.9 	4352.6 	13545.6 	
597 	9164.6 	4323.2 	13487.7 	
598 	9136.7 	4294.2 	13430.9 	
599 	9109.3 	4265.7 	13375.0 	
600 	9082.3 	4237.7 	13320.1 	
601 	9055.9 	4210.2 	13266.1 	
602 	9029.8 	4183.2 	13213.0 	
603 	9004.2 	4156.5 	13160.7 	
604 	8979.0 	4130.4 	13109.4 	
605 	8954.2 	4104.6 	13058.9 	
606 	8929.8 	4079.3 	13009.2 	
607 	8905.9 	4054.4 	12960.3 	
608 	8882.3 	4029.9 	12912.2 	
609 	8859.1 	4005.9 	12864.9 	
610 	8836.3 	3982.2 	12818.4 	
611 	8813.8 	3958.8 	12772.6 	
612 	8791.7 	3935.9 	12727.6 	
613 	8769.9 	3913.3 	12683.3 	
614 	8748.5 	3891.1 	12639.6 	
615 	8727.5 	3869.2 	12596.7 	
616 	8706.7 	3847.7 	12554.5 	
617 	8686.3 	3826.5 	12512.9 	
618 	8666.2 	3805.7 	12471.9 	
619 	8646.5 	3785.2 	12431.6 	
620 	8627.0 	3765.0 	12392.0 	
621 	8607.8 	3745.1 	12352.9 	
622 	8588.9 	3725.5 	12314.4 	
623 	8570.4 	3706.2 	12276.6 	
624 	8552.1 	3687.2 	12239.3 	
625 	8534.0 	3668.5 	12202.6 	
626 	8516.3 	3650.1 	12166.4 	
627 	8498.8 	3632.0 	12130.8 	
628 	8481.6 	3614.2 	12095.8 	
629 	8464.7 	3596.6 	12061.2 	
630 	8448.0 	3579.3 	12027.2 	
631 	8431.5 	3562.2 	11993.7 	
632 	8415.3 	3545.4 	11960.7 	
